,Orden de Satélite,Num OS,Estado,Satélite Procesos,Valor Unitario,Cantidad,Producto,SubTotal,Orden de Produccion,Proveedor,Orden Satélite PDF,Fecha Entrega a Satélite,Fecha Promesa a Molt,Ficha Técnica Producto,Orden de Producción Det,Creado por,Cliente,Id.,Costeo
11920,OS-0009337-4435-7,9337,Finalizado,Confección,8200.0,52.0,CAMISA MANGA LARGA,426400.0,OP-Mr. Lee 0004435,SAMOATEX SAS,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-7,Julio Riaño,Mr. Lee,40154516,COS-0006430 (Costeo)
11921,OS-0009336-4435-6,9336,Finalizado,Confección,6700.0,15.0,BATA TIPO LABORATORIO,100500.0,OP-Mr. Lee 0004435,SAMOATEX SAS,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-6,Julio Riaño,Mr. Lee,40154462,COS-0006430 (Costeo)
11922,OS-0009335-4435-5,9335,Finalizado,Confección,5500.0,112.0,PANTALON RESORTADO CABALLERO,616000.0,OP-Mr. Lee 0004435,GUILLERMO CADENA,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-5,Julio Riaño,Mr. Lee,40154454,COS-0006430 (Costeo)
11923,OS-0009334-4435-4,9334,Finalizado,Bordado,25000.0,1.0,PANTALÓN JEAN,27400.0,OP-Mr. Lee 0004435,NOHEMI TINJACA REYES,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-4,Julio Riaño,Mr. Lee,40154444,COS-0006430 (Costeo)
11924,OS-0009333-4435-3,9333,Finalizado,Bordado,24000.0,1.0,PANTALÓN JEAN,26400.0,OP-Mr. Lee 0004435,NOHEMI TINJACA REYES,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-3,Julio Riaño,Mr. Lee,40154281,COS-0006430 (Costeo)
11925,OS-0009332-4435-2,9332,Finalizado,Confección,6700.0,75.0,CAMISA ANTIFLUIDO,502500.0,OP-Mr. Lee 0004435,SAMOATEX SAS,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-2,Julio Riaño,Mr. Lee,40154219,COS-0006430 (Costeo)
11926,OS-0009331-4435-1,9331,Finalizado,Confección,6000.0,78.0,PANTALON RESORTADO CABALLERO,468000.0,OP-Mr. Lee 0004435,GUILLERMO CADENA,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-1,Julio Riaño,Mr. Lee,40154203,COS-0006430 (Costeo)
11927,OS-0009330-4463-1,9330,Finalizado,Estampado,2900.0,100.0,HODDIE CERRADO,290000.0,OP-BANCO DE BOGOTÁ 0004463,DESIGNS AND PRINTS GAV S.A.S,,10/03/2023,11/03/2023,Captura de Pantalla 2023-03-08 a la(s) 12.24.06 p. m..png,4463-1,Julio Riaño,BANCO DE BOGOTÁ,40136118,COS-0006489 (Costeo)
11928,OS-0009329-4421-2,9329,Finalizado,Bordado,2000.0,80.0,HODDIE ABIERTO,160000.0,OP-KIA 0004421,JHON MONROY GIRALDO,,10/03/2023,11/03/2023,104010 FT_ HOODIE ABIERTO GRIS KIA HOMBRE.pdf,4421-2,Julio Riaño,KIA,40136053,COS-0006396 (Costeo)
11929,OS-0009328-4421-1,9328,Finalizado,Bordado,2000.0,80.0,HODDIE ABIERTO,160000.0,OP-KIA 0004421,JHON MONROY GIRALDO,,10/03/2023,11/03/2023,104009 FT_ HOODIE ABIERTO NEGRO KIA HOMBRE.pdf,4421-1,Julio Riaño,KIA,40136043,COS-0006396 (Costeo)
11930,OS-0009327-4449-1,9327,Finalizado,Estampado,2500.0,45.0,T-SHIRT MANGA CORTA,112500.0,OP-GRUPO KAJUYALI S.A.S. 0004449,DESIGNS AND PRINTS GAV S.A.S,,10/03/2023,11/03/2023,FTM_ T_SHIRT MANGA CORTA FINAL _1_ (1).pdf,4449-1,Julio Riaño,GRUPO KAJUYALI S.A.S.,40136009,COS-0006460 (Costeo)
11931,OS-0009326-4390-1,9326,Finalizado,Bordado,1500.0,6.0,OXFORD,9000.0,OP-IPM 0004390,NOHEMI TINJACA REYES,,10/03/2023,11/03/2023,FT 1025 - CAMISA OXFORD REFLECIVA (2).pdf,4390-1,Julio Riaño,IPM,40040650,COS-0006299 (Costeo)
11932,OS-0009325-4417-1,9325,En Proceso,Estampado,1800.0,1.0,HODDIE CERRADO,1800.0,OP-ALPINA 0004417,DESIGNS AND PRINTS GAV S.A.S,,10/03/2023,11/03/2023,Captura de Pantalla 2023-02-21 a la(s) 8.05.59 p. m..png,4417-1,Julio Riaño,ALPINA,40040642,COS-0006379 (Costeo)
11933,OS-0009324-4432-5,9324,Finalizado,Bordado,3500.0,20.0,CHR006 CHAQUETA ROMPEVIENTOS,70000.0,OP-FUNDACIÓN AYUDA EN ACCIÓN 0004432,JHON MONROY GIRALDO,,09/03/2023,10/03/2023,106025 FT. CHAQUETA BLANCO HOMBRE FUNDACIÓN AYUDA.pdf,4432-5,Julio Riaño,FUNDACIÓN AYUDA EN ACCIÓN,39942490,COS-0006401 (Costeo)
11934,OS-0009323-4432-4,9323,Finalizado,Corte y Confeccion,5900.0,50.0,GON003 GORRA NACIONAL,295000.0,OP-FUNDACIÓN AYUDA EN ACCIÓN 0004432,DAVID EDUARDO VERA,,09/03/2023,10/03/2023,310007 FT. GORRA FUNDACION AYUDA.pdf,4432-4,Julio Riaño,FUNDACIÓN AYUDA EN ACCIÓN,39942485,COS-0006401 (Costeo)
11935,OS-0009322-4432-3,9322,Finalizado,Bordado,3500.0,20.0,Chaleco periodista,70000.0,OP-FUNDACIÓN AYUDA EN ACCIÓN 0004432,JHON MONROY GIRALDO,,09/03/2023,10/03/2023,105007 FT. CHALECO PERIODISTA CAQUI HOMBRE FUNDACION AYUDA.pdf,4432-3,Julio Riaño,FUNDACIÓN AYUDA EN ACCIÓN,39942478,COS-0006401 (Costeo)
11936,OS-0009321-4432-2,9321,Finalizado,Corte y Confeccion,8200.0,20.0,Camisa administrativa,164000.0,OP-FUNDACIÓN AYUDA EN ACCIÓN 0004432,SAMOATEX SAS,,09/03/2023,10/03/2023,Camisa Hombre y Mujer - Fundación Alianza.pdf,4432-2,Julio Riaño,FUNDACIÓN AYUDA EN ACCIÓN,39942466,COS-0006401 (Costeo)
11937,OS-0009320-4432-1,9320,Finalizado,Bordado,3500.0,100.0,POLO MANGA CORTA,350000.0,OP-FUNDACIÓN AYUDA EN ACCIÓN 0004432,JHON MONROY GIRALDO,,09/03/2023,10/03/2023,103033 - 203032 FT. POLO BLANCO HOMBRE - DAMA FUNDACIÓN AYUDA.pdf,4432-1,Julio Riaño,FUNDACIÓN AYUDA EN ACCIÓN,39942456,COS-0006401 (Costeo)
11938,OS-0009319-4442-1,9319,En Proceso,Bordado,3000.0,1.0,CHAQUETA SPORT,3000.0,OP-MOLT Proyectos 0004442,NOHEMI TINJACA REYES,,09/03/2023,10/03/2023,CÁLIDO TRANSPORTES TEV.png,4442-1,Julio Riaño,AECSA,39940672,COS-0006441 (Costeo)
11939,OS-0009318-4398-1,9318,En Proceso,Estampado,3745.0,45.0,HODDIE CERRADO,168525.0,OP-BAVARIA S.A. 0004398,DESIGNS AND PRINTS GAV S.A.S,,09/03/2023,10/03/2023,Captura de Pantalla 2023-02-15 a la(s) 9.20.27 p. m..png,4398-1,Julio Riaño,BAVARIA S.A.,39940090,COS-0006314 (Costeo)
11940,OS-0009317-4450-3,9317,Creado,Paquete Completo Sin Marca,26000.0,1.0,PANTALÓN JEAN,26000.0,OP-Mercadeo Efectivo 0004450,,,08/03/2023,09/03/2023,FT. 15003 - PANTALON JEAN.pdf,4450-3,Julio Riaño,Mercadeo Efectivo,39926754,COS-0006451 (Costeo)
11941,OS-0009316-4450-2,9316,Finalizado,Bordado,16000.0,1.0,POLO MANGA CORTA,21100.0,OP-Mercadeo Efectivo 0004450,JHON MONROY GIRALDO,,08/03/2023,09/03/2023,FT. 4621 - POLO MANGA CORTA.pdf,4450-2,Julio Riaño,Mercadeo Efectivo,39926745,COS-0006451 (Costeo)
11942,OS-0009315-4450-1,9315,Finalizado,Estampado,10000.0,6.0,SACO CUELLO CERRADO,60000.0,OP-Mercadeo Efectivo 0004450,SEIIO,,08/03/2023,09/03/2023,FT. Saco Cuello Redondo Unisex Gris Bavaria 6 MAR 2023.pdf,4450-1,Julio Riaño,Mercadeo Efectivo,39926739,COS-0006451 (Costeo)
11943,OS-0009314-4421-3,9314,Creado,Paquete Completo,200.0,1.0,Marquillas,200.0,OP-KIA 0004421,,,08/03/2023,09/03/2023,,4421-3,Julio Riaño,KIA,39926546,COS-0006396 (Costeo)
11944,OS-0009313-4421-2,9313,Finalizado,Confección,7000.0,80.0,HODDIE ABIERTO,560000.0,OP-KIA 0004421,SAMOATEX SAS,,08/03/2023,09/03/2023,104010 FT_ HOODIE ABIERTO GRIS KIA HOMBRE.pdf,4421-2,Julio Riaño,KIA,39926532,COS-0006396 (Costeo)
11945,OS-0009312-4421-1,9312,Finalizado,Confección,1500.0,80.0,HODDIE ABIERTO,120000.0,OP-KIA 0004421,SAMOATEX SAS,,08/03/2023,09/03/2023,104009 FT_ HOODIE ABIERTO NEGRO KIA HOMBRE.pdf,4421-1,Julio Riaño,KIA,39926522,COS-0006396 (Costeo)
11946,OS-0009311-4392-3,9311,En Proceso,Estampado,2500.0,199.0,CHALECO REFLECTIVO,497500.0,OP-Clicoh 0004392,DESIGNS AND PRINTS GAV S.A.S,,08/03/2023,09/03/2023,105005 FT. CHALECO NEGRO CLIC OH (1).pdf,4392-3,Julio Riaño,Clicoh,39926013,COS-0006260 (Costeo)
11947,OS-0009310-4392-2,9310,Finalizado,Estampado,2500.0,30.0,CHAQUETA SPORT,75000.0,OP-Clicoh 0004392,DESIGNS AND PRINTS GAV S.A.S,,08/03/2023,09/03/2023,FT_ 13017 _ CHAQUETA SPORT _ (2).pdf,4392-2,Julio Riaño,Clicoh,39926004,COS-0006260 (Costeo)
11948,OS-0009309-4398-3,9309,En Proceso,Estampado,3750.0,45.0,HODDIE CERRADO,168750.0,OP-BAVARIA S.A. 0004398,DESIGNS AND PRINTS GAV S.A.S,,08/03/2023,09/03/2023,Captura de Pantalla 2023-02-15 a la(s) 9.21.45 p. m..png,4398-3,Julio Riaño,BAVARIA S.A.,39924803,COS-0006314 (Costeo)
11949,OS-0009308-4415-2,9308,Finalizado,Estampado,3500.0,50.0,T-SHIRT MANGA CORTA,175000.0,OP-Emana 0004415,DESIGNS AND PRINTS GAV S.A.S,,08/03/2023,09/03/2023,101016 FT. CAMISETA AZUL CLARO EMANA FOOD.pdf,4415-2,Julio Riaño,Emana,39924768,COS-0006054 (Costeo)
11950,OS-0009307-4375-1,9307,En Proceso,Confección,16000.0,235.0,Chaqueta Sport,3760000.0,OP-SERDAN 0004375,KAREN ROJAS PINZON,,08/03/2023,09/03/2023,FT. Chaqueta Clima Cálido Negro Rojo Budweiser Serdan.pdf,4375-1,Julio Riaño,SERDAN,39924711,COS-0006216 (Costeo)
11951,OS-0009306-4277-1,9306,Finalizado,Bordado,6500.0,1.0,Laboratorio,8100.0,OP-Natural Freshly 0004277,SEIIBA  SAS,,08/03/2023,09/03/2023,FT. 4920 - BATA TIPO LABORATORIO.pdf,4277-1,Julio Riaño,Natural Freshly,39924632,COS-0001718 (Costeo)
11952,OS-0009305-4362-1,9305,Finalizado,Confección,2900.0,7.0,POLO MANGA CORTA,20300.0,OP-HEEL 0004362,HOPE JEAN´S SAS,,08/03/2023,09/03/2023,Polo Heel.jpeg,4362-1,Julio Riaño,HEEL,39924575,COS-0006186 (Costeo)
11953,OS-0009304-4406-2,9304,Creado,,,,Camiseta polo,,OP-SERDAN 0004406,HOPE JEAN´S SAS,,08/03/2023,09/03/2023,FT. Polo Negro Hombre Bees Serdan.pdf,4406-2,Julio Riaño,SERDAN,39924547,COS-0006215 (Costeo)
11954,OS-0009303-4406-1,9303,Finalizado,Confección,2900.0,2920.0,Camiseta polo,8468000.0,OP-SERDAN 0004406,HOPE JEAN´S SAS,,08/03/2023,09/03/2023,FT_ Polo Gris Hombre Corona Serdan.pdf,4406-1,Julio Riaño,SERDAN,39924533,COS-0006215 (Costeo)
11955,OS-0009302-4457-2,9302,Creado,Paquete Completo,200.0,1.0,Marquillas,200.0,OP-KIA 0004457,,,08/03/2023,09/03/2023,,4457-2,Julio Riaño,KIA,39924447,COS-0006480 (Costeo)
11956,OS-0009301-4457-1,9301,Finalizado,Bordado,2000.0,66.0,CHAQUETA SPORT,132000.0,OP-KIA 0004457,JHON MONROY GIRALDO,,08/03/2023,09/03/2023,106004 FT_ CHAQUETA NEGRO KIA CABALLERO.pdf,4457-1,Julio Riaño,KIA,39924438,COS-0006480 (Costeo)
11957,OS-0009300-4397-3,9300,Finalizado,Bordado,1800.0,90.0,COP047 COFIA PIRATA,162000.0,OP-Europastry Colombia SAS 0004397,JHON MONROY GIRALDO,,08/03/2023,09/03/2023,313005 FT. GORRO PIRATA NEGRO EUROPASTRY.pdf,4397-3,Julio Riaño,Europastry Colombia SAS,39924232,COS-0003339 (Costeo)
11958,OS-0009299-4434-1,9299,Finalizado,Bordado,3500.0,6.0,CHAQUETA SPORT,42000.0,OP-VISION Y MARKETING SAS 0004434,JHON MONROY GIRALDO,,07/03/2023,08/03/2023,,4434-1,Julio Riaño,VISION Y MARKETING SAS,39911179,COS-0006429 (Costeo)
11959,OS-0009297-4399-1,9297,En Proceso,Confección,8000.0,200.0,HODDIE CERRADO,1600000.0,OP-HEEL 0004399,DIANA GONZALEZ,,07/03/2023,08/03/2023,Hoodie HEEL Confirmar.jpeg,4399-1,Julio Riaño,HEEL,39911160,COS-0006297 (Costeo)
11960,OS-0009296-4303-5,9296,Finalizado,Bordado,2500.0,3.0,CHAQUETA SPORT,7500.0,OP-SALESLAND COLOMBIA S.A.S 0004303,JHON MONROY GIRALDO,,07/03/2023,08/03/2023,FT. 106015 CHAQUETA HAVAIANAS NEGRO FRÍO HOMBRE.pdf,4303-5,Julio Riaño,SALESLAND COLOMBIA S.A.S,39909514,COS-0005921 (Costeo)
11961,OS-0009295-4217-2,9295,Finalizado,Bordado,1500.0,20.0,Otra,30000.0,OP-Eleinco SAS 0004217,JHON MONROY GIRALDO,,07/03/2023,08/03/2023,,4217-2,Julio Riaño,Eleinco SAS,39909423,COS-0005705 (Costeo)
11962,OS-0009294-4440-2,9294,Finalizado,Estampado,3500.0,10.0,SACO CUELLO CERRADO,35000.0,OP-Puntopay 0004440,SEIIO,,07/03/2023,08/03/2023,VECI - Cuello Redondo.jpeg,4440-2,Julio Riaño,Puntopay,39906870,COS-0006411 (Costeo)
11963,OS-0009293-4440-1,9293,Finalizado,Estampado,5500.0,20.0,Saco Cerrado,110000.0,OP-Puntopay 0004440,SEIIO,,07/03/2023,08/03/2023,FT 50001 _ VECI HODDIE CERRADO.pdf,4440-1,Julio Riaño,Puntopay,39906864,COS-0006411 (Costeo)
11964,OS-0009292-4332-2,9292,Finalizado,Bordado,5500.0,1.0,Gorra seis cascos,7000.0,OP-ZX VENTURE COLOMBIA SAS 0004332,SEIIBA  SAS,,06/03/2023,07/03/2023,FT_ GORRA.pdf,4332-2,Julio Riaño,ZX VENTURE COLOMBIA SAS,39898446,COS-0006081 (Costeo)
11965,OS-0009291-4406-2,9291,Finalizado,Bordado,2500.0,123.0,Camiseta polo,307500.0,OP-SERDAN 0004406,NOHEMI TINJACA REYES,,06/03/2023,07/03/2023,FT. Polo Negro Hombre Bees Serdan.pdf,4406-2,Julio Riaño,SERDAN,39891867,COS-0006215 (Costeo)
11966,OS-0009290-4406-1,9290,Finalizado,Bordado,2000.0,321.0,Camiseta polo,642000.0,OP-SERDAN 0004406,NOHEMI TINJACA REYES,,06/03/2023,07/03/2023,FT_ Polo Gris Hombre Corona Serdan.pdf,4406-1,Julio Riaño,SERDAN,39891853,COS-0006215 (Costeo)
11967,OS-0009289-4431-4,9289,En Proceso,Paquete Completo Sin Marca,1500.0,400.0,Gorra Curva,600000.0,OP-Organización Terpel SA (Terpel) 0004431,SEIIBA  SAS,,06/03/2023,07/03/2023,gazel.pdf,4431-4,Julio Riaño,Organización Terpel SA (Terpel),39883859,COS-0003237 (Costeo)
11968,OS-0009288-4431-3,9288,Finalizado,Bordado,3000.0,1.0,Camiseta polo,4600.0,OP-Organización Terpel SA (Terpel) 0004431,SEIIBA  SAS,,06/03/2023,07/03/2023,gazel.pdf,4431-3,Julio Riaño,Organización Terpel SA (Terpel),39883851,COS-0003237 (Costeo)
11969,OS-0009287-4431-2,9287,Finalizado,Bordado,3000.0,1.0,Camiseta polo,3000.0,OP-Organización Terpel SA (Terpel) 0004431,SEIIBA  SAS,,06/03/2023,07/03/2023,FT_gorra+polo (1).pdf,4431-2,Julio Riaño,Organización Terpel SA (Terpel),39883845,COS-0003237 (Costeo)
11970,OS-0009286-4431-1,9286,Finalizado,Bordado,1800.0,20.0,Gorra Curva,36000.0,OP-Organización Terpel SA (Terpel) 0004431,JHON MONROY GIRALDO,,06/03/2023,07/03/2023,FT_gorra+polo (1).pdf,4431-1,Julio Riaño,Organización Terpel SA (Terpel),39883842,COS-0003237 (Costeo)
11971,OS-0009285-4426-6,9285,Finalizado,Paquete Completo,22000.0,175.0,T-SHIRT MANGA CORTA,3850000.0,OP-VAOVA SAS 0004426,SEIIO,,04/03/2023,05/03/2023,FT_camisetas.pdf,4426-6,Julio Riaño,VAOVA SAS,39866240,COS-0006403 (Costeo)
11972,OS-0009284-4426-5,9284,Finalizado,Paquete Completo,22000.0,35.0,T-SHIRT MANGA CORTA,770000.0,OP-VAOVA SAS 0004426,SEIIO,,04/03/2023,05/03/2023,FT_camisetas.pdf,4426-5,Julio Riaño,VAOVA SAS,39866235,COS-0006403 (Costeo)
11973,OS-0009283-4426-4,9283,Finalizado,Paquete Completo,22000.0,107.0,T-SHIRT MANGA CORTA,2354000.0,OP-VAOVA SAS 0004426,SEIIO,,04/03/2023,05/03/2023,FT_camisetas.pdf,4426-4,Julio Riaño,VAOVA SAS,39866228,COS-0006403 (Costeo)
11974,OS-0009282-4426-3,9282,Finalizado,Paquete Completo,22000.0,250.0,T-SHIRT MANGA CORTA,5500000.0,OP-VAOVA SAS 0004426,SEIIO,,04/03/2023,05/03/2023,FT_camisetas.pdf,4426-3,Julio Riaño,VAOVA SAS,39866221,COS-0006403 (Costeo)
11975,OS-0009281-4426-2,9281,Finalizado,Paquete Completo,22000.0,70.0,T-SHIRT MANGA CORTA,1540000.0,OP-VAOVA SAS 0004426,SEIIO,,04/03/2023,05/03/2023,FT_camisetas.pdf,4426-2,Julio Riaño,VAOVA SAS,39866214,COS-0006403 (Costeo)
11976,OS-0009280-4426-1,9280,Finalizado,Paquete Completo,22000.0,70.0,T-SHIRT MANGA CORTA,1540000.0,OP-VAOVA SAS 0004426,SEIIO,,04/03/2023,05/03/2023,FT_camisetas.pdf,4426-1,Julio Riaño,VAOVA SAS,39866207,COS-0006403 (Costeo)
11977,OS-0009279-4425-1,9279,Creado,,,,SACO CUELLO CERRADO,,OP-MOLT Proyectos 0004425,,,04/03/2023,05/03/2023,Captura de pantalla 2023-02-21 a la(s) 11.03.52 a. m..png,4425-1,Julio Riaño,AECSA,39866179,COS-0006400 (Costeo)
11978,OS-0009278-4441-3,9278,Finalizado,Confección,15000.0,8.0,CONJUNTO ANTIFLUIDO,120000.0,OP-HEEL 0004441,GUILLERMO CADENA,,04/03/2023,05/03/2023,Captura de Pantalla 2023-03-01 a la(s) 9.07.32 p. m..png,4441-3,Julio Riaño,HEEL,39866175,COS-0006440 (Costeo)
11979,OS-0009277-4441-2,9277,Finalizado,Confección,25000.0,8.0,CONJUNTO ANTIFLUIDO,200000.0,OP-HEEL 0004441,GUILLERMO CADENA,,04/03/2023,05/03/2023,Captura de Pantalla 2023-03-01 a la(s) 9.07.32 p. m..png,4441-2,Julio Riaño,HEEL,39866168,COS-0006440 (Costeo)
11980,OS-0009276-4441-1,9276,Finalizado,Confección,15000.0,6.0,CONJUNTO ANTIFLUIDO,90000.0,OP-HEEL 0004441,GUILLERMO CADENA,,04/03/2023,05/03/2023,Captura de Pantalla 2023-03-01 a la(s) 9.07.32 p. m..png,4441-1,Julio Riaño,HEEL,39866163,COS-0006440 (Costeo)
11981,OS-0009275-4400-7,9275,Finalizado,Confección,13000.0,15.0,CHAQUETA SPORT,195000.0,OP-Alfred 0004400,KAREN ROJAS PINZON,,03/03/2023,04/03/2023,106020 FT. CHAQUETA VERDE ALFRED.pdf,4400-7,Julio Riaño,Alfred,39854782,COS-0006291 (Costeo)
11982,OS-0009274-4400-6,9274,Finalizado,Confección,8200.0,17.0,CAMISA MANGA LARGA,139400.0,OP-Alfred 0004400,SAMOATEX SAS,,03/03/2023,04/03/2023,Captura de Pantalla 2023-02-15 a la(s) 9.50.05 p. m..png,4400-6,Julio Riaño,Alfred,39854773,COS-0006291 (Costeo)
11983,OS-0009273-4400-5,9273,Finalizado,Confección,8200.0,19.0,CAMISA MANGA LARGA,155800.0,OP-Alfred 0004400,SAMOATEX SAS,,03/03/2023,04/03/2023,Captura de Pantalla 2023-02-15 a la(s) 9.50.05 p. m..png,4400-5,Julio Riaño,Alfred,39854764,COS-0006291 (Costeo)
11984,OS-0009272-4400-4,9272,Finalizado,Confección,8500.0,16.0,PANTALÓN TIPO CALLE CABALLERO,136000.0,OP-Alfred 0004400,INDUSTRIAS SHA&SA S.A.S,,03/03/2023,04/03/2023,Captura de Pantalla 2023-02-15 a la(s) 9.50.05 p. m..png,4400-4,Julio Riaño,Alfred,39854757,COS-0006291 (Costeo)
11985,OS-0009271-4400-3,9271,Finalizado,Confección,8500.0,16.0,PANTALÓN TIPO CALLE CABALLERO,136000.0,OP-Alfred 0004400,INDUSTRIAS SHA&SA S.A.S,,03/03/2023,04/03/2023,Captura de Pantalla 2023-02-15 a la(s) 9.50.05 p. m..png,4400-3,Julio Riaño,Alfred,39854750,COS-0006291 (Costeo)
11986,OS-0009270-4400-2,9270,Finalizado,Confección,8500.0,1.0,PANTALÓN  CALLE  DAMA,8500.0,OP-Alfred 0004400,INDUSTRIAS SHA&SA S.A.S,,03/03/2023,04/03/2023,Captura de Pantalla 2023-02-15 a la(s) 9.50.05 p. m..png,4400-2,Julio Riaño,Alfred,39854747,COS-0006291 (Costeo)
11987,OS-0009269-4400-1,9269,Finalizado,Confección,8500.0,1.0,PANTALÓN  CALLE  DAMA,8500.0,OP-Alfred 0004400,INDUSTRIAS SHA&SA S.A.S,,03/03/2023,04/03/2023,Captura de Pantalla 2023-02-15 a la(s) 9.50.05 p. m..png,4400-1,Julio Riaño,Alfred,39854739,COS-0006291 (Costeo)
11988,OS-0009268-Orden de Producción Det,9268,Creado,Paquete Completo,46000.0,1.0,,46000.0,OP-Clicoh 0004380,,,03/03/2023,04/03/2023,,Orden de Producción Det,Julio Riaño,Clicoh,39854558,COS-0006232 (Costeo)
11989,OS-0009265-Orden de Producción Det,9265,Finalizado,Corte y Confeccion,15000.0,2.0,CHAQUETA SPORT,30000.0,OP-POSTOBON 0004377,LEIDY LOPEZ,,03/03/2023,04/03/2023,FT_ CHAQUETA HEINEKEN _1_.pdf,Orden de Producción Det,Julio Riaño,POSTOBON,39846354,COS-0006247 (Costeo)
11990,OS-0009264-Orden de Producción Det,9264,Finalizado,Bordado,15000.0,1.0,CHAQUETA SPORT,18000.0,OP-POSTOBON 0004377,NOHEMI TINJACA REYES,,03/03/2023,04/03/2023,FT_ CHAQUETA HEINEKEN _1_.pdf,Orden de Producción Det,Julio Riaño,POSTOBON,39846346,COS-0006247 (Costeo)
11991,OS-0009263-4350-1,9263,Finalizado,Bordado,2600.0,21.0,BATA CHEF,54600.0,OP-Juan Wigoda 0004350,NOHEMI TINJACA REYES,,03/03/2023,04/03/2023,107006 FT. BATA CHEF AMARILLO EMBONE NEGRO LA CRIOLLITA.pdf,4350-1,Julio Riaño,Juan Wigoda,39846175,COS-0006122 (Costeo)
11992,OS-0009262-4412-3,9262,Finalizado,Bordado,3000.0,7.0,POLO MANGA CORTA,21000.0,OP-SOFTYS 0004412,SEIIBA  SAS,,03/03/2023,04/03/2023,Captura de Pantalla 2023-02-19 a la(s) 8.06.30 p. m..png,4412-3,Julio Riaño,SOFTYS,39844752,COS-0006355 (Costeo)
11993,OS-0009261-4412-2,9261,Finalizado,Bordado,3000.0,15.0,POLO MANGA CORTA,45000.0,OP-SOFTYS 0004412,SEIIBA  SAS,,03/03/2023,04/03/2023,Captura de Pantalla 2023-02-19 a la(s) 8.06.30 p. m..png,4412-2,Julio Riaño,SOFTYS,39844743,COS-0006355 (Costeo)
11994,OS-0009260-4412-1,9260,Finalizado,Bordado,3000.0,37.0,POLO MANGA CORTA,111000.0,OP-SOFTYS 0004412,SEIIBA  SAS,,03/03/2023,04/03/2023,Captura de Pantalla 2023-02-19 a la(s) 8.06.30 p. m..png,4412-1,Julio Riaño,SOFTYS,39844734,COS-0006355 (Costeo)
11995,OS-0009259-4415-3,9259,Finalizado,Bordado,8500.0,1.0,GORRA PLANA,13000.0,OP-Emana 0004415,JHON MONROY GIRALDO,,03/03/2023,04/03/2023,310006 FT. GORRA AZUL CLARO EMANA FOOD.pdf,4415-3,Julio Riaño,Emana,39844289,COS-0006054 (Costeo)
11996,OS-0009258-4382-1,9258,Finalizado,Bordado,2000.0,2.0,CHAQUETA MICHELIN,4000.0,OP-POSTOBON 0004382,NOHEMI TINJACA REYES,,03/03/2023,04/03/2023,FT 13001 - CHAQUETA TIPO MICHELIN (2).pdf,4382-1,Julio Riaño,POSTOBON,39844203,COS-0006258 (Costeo)
11997,OS-0009257-4375-2,9257,Recibido Parcial,Confección,3500.0,604.0,Camiseta polo,2114000.0,OP-SERDAN 0004375,MARIANOROCA SAS - CESAR,,03/03/2023,04/03/2023,FT. Polo Negro Hombre Poker Serdan.pdf,4375-2,Julio Riaño,SERDAN,39843963,COS-0006216 (Costeo)
11998,OS-0009256-4409-1,9256,Finalizado,Paquete Completo Sin Marca|Bordado,64000.0,12.0,HODDIE CERRADO,864000.0,OP-AR ASOCIADOS SAS 0004409,SEIIO,,02/03/2023,03/03/2023,104024 FT. MARCACIÓN HOODIE JAMF - INGRAM (2).pdf,4409-1,Julio Riaño,AR ASOCIADOS SAS,39834080,COS-0006337 (Costeo)
11999,OS-0009255-4380-2,9255,Finalizado,Confección,11600.0,50.0,Pantalon cargo,580000.0,OP-Clicoh 0004380,NELSON BERMUDEZ SOGAMOSO,,02/03/2023,03/03/2023,FT_ 15010 _ PANTALÓ CARGO_ (2).pdf,4380-2,Julio Riaño,Clicoh,39832880,COS-0006232 (Costeo)
12000,OS-0009254-4427-1,9254,En Proceso,Bordado,,1.0,HODDIE CERRADO,0.0,OP-Paramo 0004427,SEIIBA  SAS,,02/03/2023,03/03/2023,,4427-1,Julio Riaño,Paramo,39832819,COS-0006416 (Costeo)
12001,OS-0009253-4433-1,9253,Finalizado,Estampado,16000.0,1.0,POLO MANGA CORTA,20000.0,OP-MOLT Proyectos 0004433,DESIGNS AND PRINTS GAV S.A.S,,02/03/2023,03/03/2023,,4433-1,Julio Riaño,SEIDOR,39832551,COS-0006425 (Costeo)
